1.552041	1.693136	S
2.624360	2.751345	S
3.626132	3.795446	S
4.670233	4.811327	S
5.728442	5.883646	S
6.250492	6.377478	S
7.816643	7.915409	S
8.804305	8.987728	S
9.848406	10.003610	S
10.850178	10.977163	S
11.964825	12.148248	S
12.910159	13.065363	S
14.024807	14.165902	S
15.012469	15.210002	S
16.056570	16.254102	S
18.130661	21.516932	D
22.180077	25.721552	M
26.300041	29.912063	U
30.420004	34.596405	D
42.920989	43.245507	S
43.908651	44.247278	S
45.023299	45.319598	S
46.095618	46.391917	S
47.097390	47.464236	S
47.746425	52.642409	D
53.220897	57.171547	M
57.383189	60.811789	U
61.009321	65.044628	D
65.256270	69.616094	M
69.813627	73.750167	U
74.004138	77.912459	M
78.109992	82.498035	D
83.203508	89.185921	U
89.510438	89.707971	S
90.568648	90.879056	S
